"id","mean_stamen_number","norm_mean_ss","IT_meandaystoflr","SW_meandaystoflr","ril_ovule_num"
197,4.777777778,-2.21188008223255,111.333333333333,126.75,37.666667
198,6,1.13988249188633,120.333333333333,131,32.666667
199,6,1.13988249188633,116.333333333333,127,25
200,5.854166667,0.0870448802920246,119.333333333333,136.25,34
201,5.866666667,0.145402534633602,121.333333333333,133.625,24
202,6,1.13988249188633,121.666666666667,NA,30
203,NA,NA,118.5,131.5,28
203.6,NA,NA,NA,NA,NA
205,5.416666667,-1.00272763420404,119.6,129.25,35
206,5.833333333,-0.00482974570280406,120.333333333333,127.25,23
207,6,1.13988249188633,119.25,127.5,34
208,6,1.13988249188633,121.5,130.666666666667,24
209,6,1.13988249188633,117.333333333333,129.2,23
210,5.666666667,-0.514451420884401,115,NA,30
212,5.833333333,-0.00482974570280406,118.5,133.8,30
213,5.055555556,-1.63466420343185,115.166666666667,128.166666666667,31
214,NA,NA,118.166666666667,127,40
214.6,NA,NA,NA,NA,NA
216,6,1.13988249188633,120.5,NA,32
218,5.555555556,-0.741196704774636,120.333333333333,NA,34
219,6,1.13988249188633,122.333333333333,136,43
220,5,-1.71303988412093,112.666666666667,130.333333333333,29.5
221,NA,NA,NA,NA,45
222,NA,NA,NA,NA,NA
223,5.888888889,0.268838519478982,121.5,137.2,30
224,5.722222222,-0.391309603980077,118,127.666666666667,26
225,5.666666667,-0.514451420884401,122.666666666667,NA,35
226,5.833333333,-0.00482974570280406,119.166666666667,133,29
227,6,1.13988249188633,121.5,NA,29
228,5.722222222,-0.391309603980077,119,NA,43
229,5.555555556,-0.741196704774636,119.833333333333,132.5,27
230,6,1.13988249188633,121.666666666667,132.666666666667,36
231,6,1.13988249188633,121.666666666667,133,40
232,5.888888889,0.268838519478982,120,NA,32
233,NA,NA,NA,NA,27
234,5.555555556,-0.741196704774636,118.666666666667,NA,34
236,6,1.13988249188633,118.666666666667,129.166666666667,28
237,6,1.13988249188633,121.166666666667,139.5,34
238,NA,NA,NA,NA,24
