"id","mean_stamen_number","norm_mean_ss","IT_meandaystoflr","SW_meandaystoflr","ril_ovule_num"
178,5.533333333,-0.78975228996653,120.666666666667,NA,33
179,5.933333333,0.500716969809112,116.166666666667,NA,37
180,5.555555556,-0.741196704774636,109.5,128.285714285714,48
181,5.055555556,-1.63466420343185,118,NA,44
182,6,1.13988249188633,119,NA,23
184,4.666666667,-2.37939589592461,126.5,141.333333333333,45
185,5.5,-0.843687721392016,121.166666666667,130.2,29
186,6,1.13988249188633,120.5,NA,33
187,5.444444444,-0.940773762562063,113.833333333333,128.833333333333,48
188,5.833333333,-0.00482974570280406,126.5,NA,38
189,5.944444444,0.59905988959618,118.333333333333,NA,32
190,6,1.13988249188633,119.333333333333,NA,46
191,6,1.13988249188633,119,133.333333333333,29
192,5.6,-0.660909239720822,115.333333333333,139.666666666667,25
193,NA,NA,NA,NA,41
194,5.944444444,0.59905988959618,118.666666666667,NA,33
195,5.8,-0.130774422330991,116.666666666667,NA,30
196,5.96,0.657907917903224,118.6,127.333333333333,32
